date,n_open,n_new,n_closed
2005-08-15,1538,59,64
2005-08-16,1533,45,69
2005-08-17,1509,42,56
2005-08-18,1495,51,50
2005-08-19,1496,61,73
2005-08-20,1484,64,13
2005-08-21,1535,58,74
2005-08-22,1519,54,83
2005-08-23,1490,46,41
2005-08-24,1495,60,42
2005-08-25,1513,43,104
2005-08-26,1452,63,67
2005-08-27,1448,61,23
2005-08-28,1486,48,75
2005-08-29,1459,51,66
2005-08-30,1444,36,29
2005-08-31,1451,49,77
2005-09-01,1423,59,31
2005-09-02,1451,69,102
2005-09-03,1418,56,43
2005-09-04,1431,45,34
2005-09-05,1442,43,39
2005-09-06,1446,62,43
2005-09-07,1465,49,64
2005-09-08,1450,46,64
2005-09-09,1432,78,41
2005-09-10,1469,60,100
2005-09-11,1429,40,48
2005-09-12,1421,64,54
2005-09-13,1431,56,59
2005-09-14,1428,57,45
2005-09-15,1440,55,67
2005-09-16,1428,88,25
2005-09-17,1491,62,53
2005-09-18,1500,53,28
2005-09-19,1525,48,94
2005-09-20,1479,68,62
2005-09-21,1485,63,64
2005-09-22,1484,36,53
2005-09-23,1467,87,78
2005-09-24,1476,61,24
2005-09-25,1513,44,138
2005-09-26,1419,50,38
2005-09-27,1431,75,52
2005-09-28,1454,52,70
2005-09-29,1436,45,34
2005-09-30,1447,82,34
2005-10-01,1495,60,63
2005-10-02,1492,31,61
2005-10-03,1462,70,85
2005-10-04,1447,74,39
2005-10-05,1482,70,97
2005-10-06,1455,66,50
2005-10-07,1471,60,35
2005-10-08,1496,64,46
2005-10-09,1514,52,35
2005-10-10,1531,55,78
2005-10-11,1508,64,30
2005-10-12,1542,47,45
2005-10-13,1544,63,125
2005-10-14,1482,96,88
2005-10-15,1490,83,30
2005-10-16,1543,48,32
2005-10-17,1559,82,69
2005-10-18,1572,62,28
2005-10-19,1606,54,52
2005-10-20,1608,47,50
2005-10-21,1605,71,112
2005-10-22,1564,53,65
2005-10-23,1552,38,75
2005-10-24,1515,59,41
2005-10-25,1533,58,24
2005-10-26,1567,47,43
2005-10-27,1571,47,80
2005-10-28,1538,80,48
2005-10-29,1570,52,66
2005-10-30,1556,55,63
2005-10-31,1548,84,51
2005-11-01,1581,89,69
2005-11-02,1601,60,63
2005-11-03,1598,64,69
2005-11-04,1593,70,20
2005-11-05,1643,59,103
2005-11-06,1599,42,43
2005-11-07,1598,72,121
2005-11-08,1549,63,86
2005-11-09,1526,47,42
2005-11-10,1531,71,19
2005-11-11,1583,64,34
2005-11-12,1613,56,74
2005-11-13,1595,45,45
2005-11-14,1595,48,91
2005-11-15,1552,55,60
2005-11-16,1547,39,65
2005-11-17,1521,45,53
2005-11-18,1513,79,40
2005-11-19,1552,47,35
2005-11-20,1564,35,58
2005-11-21,1541,55,60
2005-11-22,1536,48,75
2005-11-23,1509,65,66
2005-11-24,1508,41,67
2005-11-25,1482,51,68
2005-11-26,1465,37,14
2005-11-27,1488,39,15
2005-11-28,1512,62,77
2005-11-29,1497,46,43
2005-11-30,1500,48,70
2005-12-01,1478,49,107
2005-12-02,1420,97,62
2005-12-03,1455,69,29
2005-12-04,1495,28,37
2005-12-05,1486,42,31
2005-12-06,1497,43,83
2005-12-07,1457,38,36
2005-12-08,1459,46,66
2005-12-09,1439,70,83
2005-12-10,1426,48,47
2005-12-11,1427,33,58
2005-12-12,1402,63,24
2005-12-13,1441,63,57
2005-12-14,1447,47,52
2005-12-15,1442,63,24
2005-12-16,1481,62,72
2005-12-17,1471,51,125
2005-12-18,1397,33,65
2005-12-19,1365,47,24
2005-12-20,1388,37,43
2005-12-21,1382,45,49
2005-12-22,1378,40,77
2005-12-23,1341,85,64
2005-12-24,1362,33,24
2005-12-25,1371,44,28
2005-12-26,1387,44,86
2005-12-27,1345,54,30
2005-12-28,1369,42,39
2005-12-29,1372,57,41
2005-12-30,1388,53,50
2005-12-31,1391,94,24
2006-01-01,1461,60,34
2006-01-02,1487,39,42
2006-01-03,1484,65,147
2006-01-04,1402,54,23
2006-01-05,1433,30,36
2006-01-06,1427,44,54
2006-01-07,1417,37,54
2006-01-08,1400,38,37
2006-01-09,1401,57,63
2006-01-10,1395,55,47
2006-01-11,1403,53,88
2006-01-12,1368,55,56
2006-01-13,1367,70,51
2006-01-14,1386,68,16
2006-01-15,1438,43,42
2006-01-16,1439,52,40
2006-01-17,1451,66,100
2006-01-18,1417,51,42
2006-01-19,1426,51,55
2006-01-20,1422,81,73
2006-01-21,1430,54,46
2006-01-22,1438,31,54
2006-01-23,1415,48,37
2006-01-24,1426,66,42
2006-01-25,1450,53,63
2006-01-26,1440,60,81
2006-01-27,1419,65,78
2006-01-28,1406,43,85
2006-01-29,1364,41,36
2006-01-30,1369,59,70
2006-01-31,1358,40,45
2006-02-01,1353,55,25
2006-02-02,1383,54,74
2006-02-03,1363,88,53
2006-02-04,1398,57,57
2006-02-05,1398,37,96
2006-02-06,1339,55,40
2006-02-07,1354,43,41
2006-02-08,1356,50,41
2006-02-09,1365,43,72
2006-02-10,1336,91,94
2006-02-11,1333,57,48
2006-02-12,1342,36,90
2006-02-13,1288,36,49
2006-02-14,1275,99,33
2006-02-15,1341,50,51
2006-02-16,1340,38,52
2006-02-17,1326,75,49
2006-02-18,1352,39,61
2006-02-19,1330,29,65
2006-02-20,1294,41,47
2006-02-21,1288,57,62
2006-02-22,1283,51,51
2006-02-23,1283,41,47
2006-02-24,1277,71,31
2006-02-25,1317,51,61
2006-02-26,1307,39,25
2006-02-27,1321,57,36
2006-02-28,1342,50,85
2006-03-01,1307,59,100
2006-03-02,1266,67,24
2006-03-03,1309,88,24
2006-03-04,1373,45,38
2006-03-05,1380,39,8
2006-03-06,1411,52,47
2006-03-07,1416,55,67
2006-03-08,1404,52,65
2006-03-09,1391,68,101
2006-03-10,1358,76,67
2006-03-11,1367,66,30
2006-03-12,1403,44,15
2006-03-13,1432,55,29
2006-03-14,1458,66,39
2006-03-15,1485,59,31
2006-03-16,1513,41,123
2006-03-17,1431,77,60
2006-03-18,1448,77,53
2006-03-19,1472,29,32
2006-03-20,1469,52,48
2006-03-21,1473,50,68
2006-03-22,1455,66,80
2006-03-23,1441,48,85
2006-03-24,1404,95,48
2006-03-25,1451,53,50
2006-03-26,1454,40,45
2006-03-27,1449,62,42
2006-03-28,1469,64,48
2006-03-29,1485,52,88
2006-03-30,1449,65,85
2006-03-31,1429,91,93
2006-04-01,1427,63,32
2006-04-02,1458,41,76
2006-04-03,1423,63,76
2006-04-04,1410,73,42
2006-04-05,1441,46,57
2006-04-06,1430,98,55
2006-04-07,1473,81,87
2006-04-08,1467,55,63
2006-04-09,1459,30,45
2006-04-10,1444,48,47
2006-04-11,1445,43,90
2006-04-12,1398,43,102
2006-04-13,1339,34,42
2006-04-14,1331,55,38
2006-04-15,1348,56,38
2006-04-16,1366,40,29
2006-04-17,1377,69,106
2006-04-18,1340,70,55
2006-04-19,1355,61,63
2006-04-20,1353,53,60
2006-04-21,1346,91,61
2006-04-22,1376,61,31
2006-04-23,1406,35,26
2006-04-24,1415,74,54
2006-04-25,1435,50,60
2006-04-26,1425,60,43
2006-04-27,1442,58,75
2006-04-28,1425,96,39
2006-04-29,1482,47,34
2006-04-30,1495,31,26
2006-05-01,1500,59,48
2006-05-02,1511,64,73
2006-05-03,1502,65,78
