date,n_open,n_new,n_closed
2011-06-22,1651,41,73
2011-06-23,1619,44,45
2011-06-24,1618,56,85
2011-06-25,1589,57,41
2011-06-26,1605,49,5
2011-06-27,1649,45,49
2011-06-28,1645,43,69
2011-06-29,1619,46,25
2011-06-30,1640,55,53
2011-07-01,1642,52,67
2011-07-02,1627,28,9
2011-07-03,1646,28,19
2011-07-04,1655,63,104
2011-07-05,1614,43,18
2011-07-06,1639,53,116
2011-07-07,1576,54,38
2011-07-08,1592,83,53
2011-07-09,1622,47,39
2011-07-10,1630,36,24
2011-07-11,1642,54,66
2011-07-12,1630,45,43
2011-07-13,1632,43,71
2011-07-14,1604,42,42
2011-07-15,1604,54,53
2011-07-16,1605,47,49
2011-07-17,1603,52,67
2011-07-18,1588,42,32
2011-07-19,1598,43,96
2011-07-20,1545,35,38
2011-07-21,1542,45,38
2011-07-22,1549,40,70
2011-07-23,1519,47,34
2011-07-24,1532,35,23
2011-07-25,1544,46,41
2011-07-26,1549,47,26
2011-07-27,1570,41,56
2011-07-28,1555,39,45
2011-07-29,1549,39,22
2011-07-30,1566,41,82
2011-07-31,1525,30,39
2011-08-01,1516,45,28
2011-08-02,1533,40,76
2011-08-03,1497,44,58
2011-08-04,1483,46,34
2011-08-05,1495,57,26
2011-08-06,1526,38,15
2011-08-07,1549,27,10
2011-08-08,1566,34,28
2011-08-09,1572,32,58
2011-08-10,1546,45,46
2011-08-11,1545,29,28
2011-08-12,1546,53,28
2011-08-13,1571,53,35
2011-08-14,1589,34,19
2011-08-15,1604,55,31
2011-08-16,1628,31,66
2011-08-17,1593,40,20
2011-08-18,1613,45,2
2011-08-19,1656,52,26
2011-08-20,1682,42,41
2011-08-21,1683,39,18
2011-08-22,1704,45,38
2011-08-23,1711,46,89
2011-08-24,1668,42,45
2011-08-25,1665,50,44
2011-08-26,1671,55,75
2011-08-27,1651,33,50
2011-08-28,1634,44,31
2011-08-29,1647,48,148
2011-08-30,1547,55,22
2011-08-31,1580,42,54
2011-09-01,1568,42,54
2011-09-02,1556,56,74
2011-09-03,1538,44,94
2011-09-04,1488,39,31
2011-09-05,1496,41,21
2011-09-06,1516,51,27
2011-09-07,1540,53,69
2011-09-08,1524,42,31
2011-09-09,1535,57,89
2011-09-10,1503,48,25
2011-09-11,1526,44,58
2011-09-12,1512,49,22
2011-09-13,1539,35,78
2011-09-14,1496,29,57
2011-09-15,1468,45,107
2011-09-16,1406,60,14
2011-09-17,1452,55,49
2011-09-18,1458,24,22
2011-09-19,1460,47,48
2011-09-20,1459,33,34
2011-09-21,1458,37,36
2011-09-22,1459,38,68
2011-09-23,1429,45,32
2011-09-24,1442,43,24
2011-09-25,1461,43,21
2011-09-26,1483,47,58
2011-09-27,1472,34,42
2011-09-28,1464,39,49
2011-09-29,1454,38,59
2011-09-30,1433,72,36
2011-10-01,1469,42,8
2011-10-02,1503,33,23
2011-10-03,1513,51,46
2011-10-04,1518,41,109
2011-10-05,1450,41,83
2011-10-06,1408,38,14
2011-10-07,1432,60,31
2011-10-08,1461,26,33
2011-10-09,1454,34,37
2011-10-10,1451,51,37
2011-10-11,1465,38,51
2011-10-12,1452,41,44
2011-10-13,1449,33,38
2011-10-14,1444,48,90
2011-10-15,1402,28,77
2011-10-16,1353,24,32
2011-10-17,1345,44,30
2011-10-18,1359,34,22
2011-10-19,1371,50,67
2011-10-20,1354,43,37
2011-10-21,1360,60,35
2011-10-22,1385,37,32
2011-10-23,1390,32,14
2011-10-24,1408,43,25
2011-10-25,1426,53,31
2011-10-26,1448,35,60
2011-10-27,1423,47,95
2011-10-28,1375,62,21
2011-10-29,1416,27,47
2011-10-30,1396,31,19
2011-10-31,1408,48,27
2011-11-01,1429,53,44
2011-11-02,1438,53,82
2011-11-03,1409,43,47
2011-11-04,1405,77,29
2011-11-05,1453,44,9
2011-11-06,1488,32,46
2011-11-07,1474,33,49
2011-11-08,1458,38,74
2011-11-09,1422,44,94
2011-11-10,1372,38,78
2011-11-11,1332,50,10
2011-11-12,1372,36,16
2011-11-13,1392,31,30
2011-11-14,1393,44,49
2011-11-15,1388,44,30
2011-11-16,1402,32,36
2011-11-17,1398,49,25
2011-11-18,1422,42,21
2011-11-19,1443,51,42
2011-11-20,1452,40,88
2011-11-21,1404,36,52
2011-11-22,1388,26,39
2011-11-23,1375,56,16
2011-11-24,1415,38,37
2011-11-25,1416,50,59
2011-11-26,1407,28,25
2011-11-27,1410,33,17
2011-11-28,1426,41,39
2011-11-29,1428,43,43
2011-11-30,1428,39,29
2011-12-01,1438,31,71
2011-12-02,1398,66,71
2011-12-03,1393,36,47
2011-12-04,1382,27,29
2011-12-05,1380,46,34
2011-12-06,1392,34,17
2011-12-07,1409,54,89
2011-12-08,1374,35,37
2011-12-09,1372,48,20
2011-12-10,1400,34,41
2011-12-11,1393,20,18
2011-12-12,1395,44,36
2011-12-13,1403,32,46
2011-12-14,1389,29,60
2011-12-15,1358,43,53
2011-12-16,1348,53,42
2011-12-17,1359,36,25
2011-12-18,1370,25,11
2011-12-19,1384,46,34
2011-12-20,1396,39,50
2011-12-21,1385,43,19
2011-12-22,1409,34,25
2011-12-23,1418,37,28
2011-12-24,1427,28,33
2011-12-25,1422,34,26
2011-12-26,1430,38,67
2011-12-27,1401,36,51
2011-12-28,1386,32,35
2011-12-29,1383,25,12
2011-12-30,1396,40,23
2011-12-31,1413,48,37
2012-01-01,1424,34,82
2012-01-02,1376,24,24
2012-01-03,1376,47,35
2012-01-04,1388,37,23
2012-01-05,1402,45,20
2012-01-06,1427,44,49
2012-01-07,1422,39,54
2012-01-08,1407,40,36
2012-01-09,1411,42,69
2012-01-10,1384,31,14
2012-01-11,1401,37,7
2012-01-12,1431,48,49
2012-01-13,1430,53,58
2012-01-14,1425,37,22
2012-01-15,1440,41,88
2012-01-16,1393,31,18
2012-01-17,1406,33,14
2012-01-18,1425,38,53
2012-01-19,1410,24,40
2012-01-20,1394,53,65
2012-01-21,1382,35,59
2012-01-22,1358,32,18
2012-01-23,1372,37,30
2012-01-24,1379,40,21
2012-01-25,1398,40,62
2012-01-26,1376,40,49
2012-01-27,1367,46,21
2012-01-28,1392,29,31
2012-01-29,1390,33,19
2012-01-30,1404,43,15
2012-01-31,1432,47,143
2012-02-01,1336,43,41
2012-02-02,1338,47,43
2012-02-03,1342,56,17
2012-02-04,1381,40,11
2012-02-05,1410,24,42
2012-02-06,1392,33,67
2012-02-07,1358,36,37
2012-02-08,1357,29,43
2012-02-09,1343,40,27
2012-02-10,1356,44,11
2012-02-11,1389,31,73
2012-02-12,1347,30,30
2012-02-13,1347,29,60
2012-02-14,1316,40,66
2012-02-15,1290,34,15
2012-02-16,1309,50,33
2012-02-17,1326,69,67
2012-02-18,1328,46,58
2012-02-19,1316,27,78
2012-02-20,1265,36,25
2012-02-21,1276,38,30
2012-02-22,1284,36,13
2012-02-23,1307,49,37
2012-02-24,1319,60,58
2012-02-25,1321,36,67
2012-02-26,1290,30,35
2012-02-27,1285,30,13
2012-02-28,1302,39,17
2012-02-29,1324,42,61
2012-03-01,1305,58,46
2012-03-02,1317,60,56
2012-03-03,1321,43,7
2012-03-04,1357,27,6
2012-03-05,1378,45,28
2012-03-06,1395,55,63
2012-03-07,1387,40,24
2012-03-08,1403,34,12
2012-03-09,1425,63,15
2012-03-10,1473,51,57
2012-03-11,1467,30,15
2012-03-12,1482,52,41
2012-03-13,1493,51,68
2012-03-14,1476,56,73
2012-03-15,1459,45,64
2012-03-16,1440,72,49
2012-03-17,1463,55,22
2012-03-18,1496,25,24
2012-03-19,1497,34,42
2012-03-20,1489,49,18
2012-03-21,1520,39,39
2012-03-22,1520,37,6
2012-03-23,1551,62,32
2012-03-24,1581,44,91
2012-03-25,1534,40,74
2012-03-26,1500,32,36
2012-03-27,1496,46,46
2012-03-28,1496,32,94
2012-03-29,1434,44,4
2012-03-30,1474,56,56
2012-03-31,1474,37,70
2012-04-01,1441,31,104
2012-04-02,1368,34,11
2012-04-03,1391,45,43
2012-04-04,1393,34,14
2012-04-05,1413,25,59
2012-04-06,1379,50,43
2012-04-07,1386,24,2
2012-04-08,1408,32,52
2012-04-09,1388,32,14
2012-04-10,1406,37,80
2012-04-11,1363,44,30
2012-04-12,1377,40,63
2012-04-13,1354,42,63
2012-04-14,1333,50,18
2012-04-15,1365,36,37
2012-04-16,1364,51,59
2012-04-17,1356,49,44
2012-04-18,1361,59,37
2012-04-19,1383,38,60
2012-04-20,1361,56,31
2012-04-21,1386,36,23
2012-04-22,1399,35,10
2012-04-23,1424,44,25
2012-04-24,1443,47,48
2012-04-25,1442,40,21
2012-04-26,1461,49,31
2012-04-27,1479,78,17
2012-04-28,1540,32,3
2012-04-29,1569,30,63
2012-04-30,1536,32,27
2012-05-01,1541,60,106
2012-05-02,1495,53,60
2012-05-03,1488,58,10
2012-05-04,1536,70,86
2012-05-05,1520,48,13
2012-05-06,1555,37,20
2012-05-07,1572,47,65
2012-05-08,1554,42,55
2012-05-09,1541,45,41
2012-05-10,1545,40,54
2012-05-11,1531,51,33
2012-05-12,1549,34,34
2012-05-13,1549,40,64
2012-05-14,1525,44,75
2012-05-15,1494,46,30
2012-05-16,1510,26,60
2012-05-17,1476,43,47
2012-05-18,1472,65,36
2012-05-19,1501,50,67
2012-05-20,1484,45,23
2012-05-21,1506,37,14
2012-05-22,1529,44,38
2012-05-23,1535,48,51
2012-05-24,1532,48,45
2012-05-25,1535,58,66
2012-05-26,1527,37,16
2012-05-27,1548,51,18
2012-05-28,1581,34,18
2012-05-29,1597,43,52
2012-05-30,1588,45,25
2012-05-31,1608,31,129
2012-06-01,1510,74,30
2012-06-02,1554,52,20
2012-06-03,1586,49,75
2012-06-04,1560,46,58
2012-06-05,1548,41,80
2012-06-06,1509,43,54
2012-06-07,1498,54,59
2012-06-08,1493,60,64
2012-06-09,1489,49,23
2012-06-10,1515,27,0
2012-06-11,1542,58,68
2012-06-12,1532,37,75
2012-06-13,1494,49,29
2012-06-14,1514,61,54
2012-06-15,1521,60,21
2012-06-16,1560,49,55
2012-06-17,1554,50,58
2012-06-18,1546,43,52
2012-06-19,1537,50,49
2012-06-20,1538,59,46
2012-06-21,1551,46,24
2012-06-22,1573,42,39
2012-06-23,1576,37,71
2012-06-24,1542,39,40
2012-06-25,1541,41,61
2012-06-26,1521,40,14
2012-06-27,1547,39,12
2012-06-28,1574,38,135
2012-06-29,1477,49,104
2012-06-30,1422,44,70
2012-07-01,1396,40,32
2012-07-02,1404,40,3
2012-07-03,1441,33,4
2012-07-04,1470,47,115
2012-07-05,1402,37,62
2012-07-06,1377,47,64
2012-07-07,1360,34,58
2012-07-08,1336,39,8
2012-07-09,1367,44,50
2012-07-10,1361,46,13
2012-07-11,1394,44,52
2012-07-12,1386,50,34
2012-07-13,1402,49,48
2012-07-14,1403,43,40
2012-07-15,1406,44,31
2012-07-16,1419,52,43
2012-07-17,1428,36,46
2012-07-18,1418,41,74
2012-07-19,1385,40,81
2012-07-20,1344,54,21
2012-07-21,1377,48,53
2012-07-22,1372,27,17
2012-07-23,1382,51,18
2012-07-24,1415,39,62
2012-07-25,1392,46,62
2012-07-26,1376,42,17
2012-07-27,1401,45,79
2012-07-28,1367,42,20
2012-07-29,1389,38,44
2012-07-30,1383,40,50
2012-07-31,1373,53,85
2012-08-01,1341,42,48
2012-08-02,1335,33,22
2012-08-03,1346,36,53
2012-08-04,1329,30,29
2012-08-05,1330,37,31
2012-08-06,1336,34,50
2012-08-07,1320,46,42
2012-08-08,1324,41,45
2012-08-09,1320,47,28
2012-08-10,1339,41,28
2012-08-11,1352,42,33
2012-08-12,1361,33,34
2012-08-13,1360,41,37
2012-08-14,1364,34,26
2012-08-15,1372,28,33
2012-08-16,1367,28,17
2012-08-17,1378,42,42
2012-08-18,1378,38,4
2012-08-19,1412,42,61
2012-08-20,1393,45,42
2012-08-21,1396,45,64
2012-08-22,1377,37,14
2012-08-23,1400,43,48
2012-08-24,1395,49,22
2012-08-25,1422,39,34
2012-08-26,1427,35,106
2012-08-27,1356,53,32
2012-08-28,1377,41,34
2012-08-29,1384,35,54
2012-08-30,1365,36,52
2012-08-31,1349,49,38
2012-09-01,1360,37,65
2012-09-02,1332,44,54
2012-09-03,1322,38,19
2012-09-04,1341,47,17
2012-09-05,1371,37,19
2012-09-06,1389,39,54
2012-09-07,1374,52,61
2012-09-08,1365,51,35
2012-09-09,1381,26,34
2012-09-10,1373,49,76
2012-09-11,1346,48,32
2012-09-12,1362,38,8
2012-09-13,1392,29,0
2012-09-14,1421,51,48
2012-09-15,1424,38,43
2012-09-16,1419,38,82
2012-09-17,1375,45,22
2012-09-18,1398,54,26
2012-09-19,1426,30,20
2012-09-20,1436,36,36
2012-09-21,1436,51,96
2012-09-22,1391,26,76
2012-09-23,1341,22,17
2012-09-24,1346,38,16
2012-09-25,1368,36,61
2012-09-26,1343,45,67
2012-09-27,1321,36,38
2012-09-28,1319,50,90
2012-09-29,1279,45,36
2012-09-30,1288,29,18
2012-10-01,1299,40,9
2012-10-02,1330,31,32
2012-10-03,1329,50,89
2012-10-04,1290,41,82
2012-10-05,1249,44,42
2012-10-06,1251,41,6
2012-10-07,1286,31,3
2012-10-08,1314,32,32
2012-10-09,1314,40,48
2012-10-10,1306,42,61
2012-10-11,1287,34,32
2012-10-12,1289,65,11
2012-10-13,1343,29,27
2012-10-14,1345,47,63
2012-10-15,1329,46,33
2012-10-16,1342,45,50
2012-10-17,1337,26,59
2012-10-18,1304,32,33
2012-10-19,1303,51,36
2012-10-20,1318,34,44
2012-10-21,1308,30,16
2012-10-22,1322,38,24
2012-10-23,1336,37,24
2012-10-24,1349,42,10
2012-10-25,1381,35,29
2012-10-26,1387,49,57
2012-10-27,1379,36,23
2012-10-28,1392,27,28
2012-10-29,1391,36,71
2012-10-30,1356,37,20
2012-10-31,1373,41,54
2012-11-01,1360,55,37
2012-11-02,1378,56,13
2012-11-03,1421,29,70
2012-11-04,1380,30,25
2012-11-05,1385,35,67
2012-11-06,1353,28,34
2012-11-07,1347,36,31
2012-11-08,1352,38,47
2012-11-09,1343,64,97
2012-11-10,1310,34,24
2012-11-11,1320,31,30
2012-11-12,1321,25,52
2012-11-13,1294,39,27
2012-11-14,1306,38,27
2012-11-15,1317,43,75
2012-11-16,1285,55,51
2012-11-17,1289,42,26
2012-11-18,1305,37,11
2012-11-19,1331,37,32
2012-11-20,1336,24,76
2012-11-21,1284,41,32
2012-11-22,1293,32,32
2012-11-23,1293,23,22
2012-11-24,1294,29,4
2012-11-25,1319,31,44
2012-11-26,1306,38,26
2012-11-27,1318,36,35
2012-11-28,1319,29,25
2012-11-29,1323,32,60
2012-11-30,1295,58,17
2012-12-01,1336,48,30
2012-12-02,1354,18,27
2012-12-03,1345,29,22
2012-12-04,1352,31,32
2012-12-05,1351,40,36
2012-12-06,1355,31,22
2012-12-07,1364,50,50
2012-12-08,1364,43,7
2012-12-09,1400,26,45
2012-12-10,1381,36,24
2012-12-11,1393,36,58
2012-12-12,1371,43,12
2012-12-13,1402,37,57
2012-12-14,1382,48,15
2012-12-15,1415,36,35
2012-12-16,1416,31,17
2012-12-17,1430,27,16
2012-12-18,1441,19,30
2012-12-19,1430,35,36
2012-12-20,1429,31,1
2012-12-21,1459,50,41
2012-12-22,1468,23,100
2012-12-23,1391,24,2
2012-12-24,1413,25,19
2012-12-25,1419,43,30
2012-12-26,1432,31,22
2012-12-27,1441,31,35
2012-12-28,1437,42,25
2012-12-29,1454,38,20
2012-12-30,1472,23,28
2012-12-31,1467,43,35
2013-01-01,1475,26,37
2013-01-02,1464,46,33
2013-01-03,1477,28,43
2013-01-04,1462,32,1
2013-01-05,1493,32,24
2013-01-06,1501,34,47
2013-01-07,1488,34,73
2013-01-08,1449,28,63
2013-01-09,1414,31,32
2013-01-10,1413,34,4
2013-01-11,1443,48,22
2013-01-12,1469,57,51
2013-01-13,1475,28,41
2013-01-14,1462,31,76
2013-01-15,1417,36,32
2013-01-16,1421,33,33
2013-01-17,1421,34,36
2013-01-18,1419,63,10
2013-01-19,1472,51,42
2013-01-20,1481,30,72
2013-01-21,1439,21,44
2013-01-22,1416,31,10
2013-01-23,1437,32,18
2013-01-24,1451,39,61
2013-01-25,1429,42,36
2013-01-26,1435,40,59
2013-01-27,1416,28,26
2013-01-28,1418,36,27
2013-01-29,1427,38,39
2013-01-30,1426,37,45
2013-01-31,1418,38,29
2013-02-01,1427,49,82
2013-02-02,1394,40,60
2013-02-03,1374,21,47
2013-02-04,1348,38,19
2013-02-05,1367,39,41
2013-02-06,1365,27,35
2013-02-07,1357,35,32
2013-02-08,1360,50,35
2013-02-09,1375,38,28
2013-02-10,1385,36,7
2013-02-11,1414,31,52
2013-02-12,1393,35,16
2013-02-13,1412,39,50
2013-02-14,1401,63,46
2013-02-15,1418,49,18
2013-02-16,1449,27,45
2013-02-17,1431,34,62
2013-02-18,1403,31,68
2013-02-19,1366,26,60
2013-02-20,1332,34,43
2013-02-21,1323,36,66
2013-02-22,1293,47,1
2013-02-23,1339,45,41
2013-02-24,1343,24,42
2013-02-25,1325,45,84
2013-02-26,1286,28,55
2013-02-27,1259,39,38
2013-02-28,1260,28,30
2013-03-01,1258,43,64
2013-03-02,1237,33,35
2013-03-03,1235,30,33
2013-03-04,1232,29,25
2013-03-05,1236,32,23
2013-03-06,1245,38,49
2013-03-07,1234,46,79
2013-03-08,1201,55,34
2013-03-09,1222,38,45
2013-03-10,1215,24,17
2013-03-11,1222,48,41
2013-03-12,1229,37,40
2013-03-13,1226,47,61
2013-03-14,1212,34,37
2013-03-15,1209,59,37
2013-03-16,1231,37,15
2013-03-17,1253,28,45
2013-03-18,1236,26,40
2013-03-19,1222,29,33
2013-03-20,1218,27,33
2013-03-21,1212,42,19
2013-03-22,1235,65,27
2013-03-23,1273,35,54
2013-03-24,1254,19,41
2013-03-25,1232,29,37
2013-03-26,1224,26,45
2013-03-27,1205,44,10
2013-03-28,1239,44,12
2013-03-29,1271,55,82
2013-03-30,1244,42,34
2013-03-31,1252,40,26
2013-04-01,1266,50,20
2013-04-02,1296,40,15
2013-04-03,1321,27,5
2013-04-04,1343,27,84
2013-04-05,1286,69,94
2013-04-06,1261,45,23
2013-04-07,1283,27,51
2013-04-08,1259,49,36
2013-04-09,1272,37,52
2013-04-10,1257,39,25
2013-04-11,1271,33,19
2013-04-12,1285,65,59
2013-04-13,1291,34,71
2013-04-14,1254,37,23
2013-04-15,1268,42,18
2013-04-16,1292,30,12
2013-04-17,1310,31,27
2013-04-18,1314,33,60
2013-04-19,1287,42,61
2013-04-20,1268,50,78
2013-04-21,1240,32,21
2013-04-22,1251,42,15
2013-04-23,1278,37,32
2013-04-24,1283,34,85
2013-04-25,1232,31,72
2013-04-26,1191,57,31
2013-04-27,1217,53,33
2013-04-28,1237,21,8
2013-04-29,1250,53,33
2013-04-30,1270,37,42
2013-05-01,1265,44,84
2013-05-02,1225,38,77
2013-05-03,1186,54,67
2013-05-04,1173,46,20
2013-05-05,1199,28,38
2013-05-06,1189,33,24
2013-05-07,1198,49,59
2013-05-08,1188,56,33
2013-05-09,1211,34,4
2013-05-10,1241,48,42
2013-05-11,1247,39,47
2013-05-12,1239,37,62
2013-05-13,1214,33,55
2013-05-14,1192,46,41
2013-05-15,1197,56,64
2013-05-16,1189,43,31
2013-05-17,1201,62,51
2013-05-18,1212,41,36
2013-05-19,1217,30,33
2013-05-20,1214,39,68
2013-05-21,1185,37,37
2013-05-22,1185,38,44
2013-05-23,1179,35,24
2013-05-24,1190,49,80
2013-05-25,1159,46,4
2013-05-26,1201,25,59
2013-05-27,1167,32,30
2013-05-28,1169,38,71
2013-05-29,1136,54,60
2013-05-30,1130,38,29
2013-05-31,1139,48,23
2013-06-01,1164,38,22
2013-06-02,1180,33,54
2013-06-03,1159,40,53
2013-06-04,1146,37,6
2013-06-05,1177,37,63
2013-06-06,1151,37,80
2013-06-07,1108,64,61
2013-06-08,1111,45,17
2013-06-09,1139,36,28
2013-06-10,1147,47,5
2013-06-11,1189,52,77
2013-06-12,1164,24,29
2013-06-13,1159,53,109
2013-06-14,1103,43,11
2013-06-15,1135,49,45
2013-06-16,1139,37,47
2013-06-17,1129,37,33
2013-06-18,1133,47,21
2013-06-19,1159,37,95
2013-06-20,1101,41,48
2013-06-21,1094,48,11
2013-06-22,1131,42,25
2013-06-23,1148,41,24
2013-06-24,1165,52,45
2013-06-25,1172,39,15
2013-06-26,1196,43,6
2013-06-27,1233,35,9
2013-06-28,1259,38,35
2013-06-29,1262,31,47
2013-06-30,1246,22,12
2013-07-01,1256,51,150
2013-07-02,1157,40,65
2013-07-03,1132,34,6
2013-07-04,1160,47,51
2013-07-05,1156,45,20
2013-07-06,1181,31,63
2013-07-07,1149,33,46
2013-07-08,1136,40,9
2013-07-09,1167,39,39
2013-07-10,1167,35,6
2013-07-11,1196,51,34
2013-07-12,1213,38,65
2013-07-13,1186,49,83
2013-07-14,1152,33,3
2013-07-15,1182,29,41
2013-07-16,1170,31,23
2013-07-17,1178,35,25
2013-07-18,1188,21,62
2013-07-19,1147,47,73
2013-07-20,1121,41,12
2013-07-21,1150,38,0
2013-07-22,1188,37,75
2013-07-23,1150,30,37
2013-07-24,1143,25,53
2013-07-25,1115,39,26
2013-07-26,1128,45,12
2013-07-27,1161,34,26
2013-07-28,1169,21,6
2013-07-29,1184,35,70
2013-07-30,1149,40,29
2013-07-31,1160,30,48
2013-08-01,1142,42,80
2013-08-02,1104,39,12
2013-08-03,1131,47,15
2013-08-04,1163,29,1
2013-08-05,1191,41,11
2013-08-06,1221,34,56
2013-08-07,1199,38,64
2013-08-08,1173,28,47
2013-08-09,1154,39,9
2013-08-10,1184,41,2
2013-08-11,1223,22,27
2013-08-12,1218,36,8
2013-08-13,1246,31,20
2013-08-14,1257,36,13
2013-08-15,1280,31,16
2013-08-16,1295,35,70
2013-08-17,1260,44,16
2013-08-18,1288,36,4
2013-08-19,1320,29,126
2013-08-20,1223,38,14
2013-08-21,1247,37,1
2013-08-22,1283,30,14
2013-08-23,1299,26,56
2013-08-24,1269,38,30
2013-08-25,1277,32,88
2013-08-26,1221,40,7
2013-08-27,1254,29,1
2013-08-28,1282,44,77
2013-08-29,1249,42,7
2013-08-30,1284,58,0
2013-08-31,1342,27,11
2013-09-01,1358,37,2
2013-09-02,1393,33,121
2013-09-03,1305,42,3
2013-09-04,1344,29,16
2013-09-05,1357,39,111
2013-09-06,1285,59,28
2013-09-07,1316,49,101
2013-09-08,1264,33,9
2013-09-09,1288,37,19
2013-09-10,1306,34,82
2013-09-11,1258,34,28
2013-09-12,1264,49,80
2013-09-13,1233,49,30
2013-09-14,1252,42,0
2013-09-15,1294,25,37
2013-09-16,1282,33,41
2013-09-17,1274,31,64
2013-09-18,1241,31,74
2013-09-19,1198,41,23
2013-09-20,1216,58,12
2013-09-21,1262,40,37
2013-09-22,1265,23,115
2013-09-23,1173,35,47
2013-09-24,1161,47,77
2013-09-25,1131,28,10
2013-09-26,1149,40,18
2013-09-27,1171,54,22
2013-09-28,1203,35,26
2013-09-29,1212,32,27
2013-09-30,1217,42,86
2013-10-01,1173,50,23
2013-10-02,1200,41,12
2013-10-03,1229,26,39
2013-10-04,1216,49,25
2013-10-05,1240,38,75
2013-10-06,1203,32,79
2013-10-07,1156,28,6
2013-10-08,1178,38,9
2013-10-09,1207,28,20
2013-10-10,1215,29,66
2013-10-11,1178,49,17
2013-10-12,1210,34,10
2013-10-13,1234,30,10
2013-10-14,1254,27,75
2013-10-15,1206,26,12
2013-10-16,1220,35,41
2013-10-17,1214,34,58
2013-10-18,1190,44,106
2013-10-19,1128,38,11
2013-10-20,1155,28,45
2013-10-21,1138,34,18
2013-10-22,1154,33,65
2013-10-23,1122,33,16
2013-10-24,1139,33,57
2013-10-25,1115,54,16
2013-10-26,1153,39,21
2013-10-27,1171,24,45
2013-10-28,1150,42,23
2013-10-29,1169,58,71
2013-10-30,1156,41,5
2013-10-31,1192,60,0
2013-11-01,1252,43,23
2013-11-02,1272,32,17
2013-11-03,1287,23,129
2013-11-04,1181,42,88
2013-11-05,1135,37,15
2013-11-06,1157,26,12
2013-11-07,1171,35,24
2013-11-08,1182,57,38
2013-11-09,1201,32,28
2013-11-10,1205,32,8
2013-11-11,1229,20,51
2013-11-12,1198,34,4
2013-11-13,1228,26,59
2013-11-14,1195,45,28
2013-11-15,1212,55,72
2013-11-16,1195,38,53
2013-11-17,1180,22,67
2013-11-18,1135,35,19
2013-11-19,1151,36,8
2013-11-20,1179,30,9
2013-11-21,1200,31,32
2013-11-22,1199,56,29
2013-11-23,1226,25,133
2013-11-24,1118,19,8
2013-11-25,1129,13,22
2013-11-26,1120,28,29
2013-11-27,1119,17,8
2013-11-28,1128,24,0
2013-11-29,1152,44,91
2013-11-30,1105,25,9
2013-12-01,1121,33,14
2013-12-02,1140,29,31
2013-12-03,1138,38,7
2013-12-04,1169,39,37
2013-12-05,1171,25,77
2013-12-06,1119,47,8
2013-12-07,1158,51,2
2013-12-08,1207,18,11
2013-12-09,1214,37,40
2013-12-10,1211,32,0
2013-12-11,1243,30,76
2013-12-12,1197,28,6
2013-12-13,1219,50,0
2013-12-14,1269,30,63
2013-12-15,1236,26,5
2013-12-16,1257,33,48
2013-12-17,1242,18,22
2013-12-18,1238,36,7
2013-12-19,1267,34,0
2013-12-20,1301,50,41
2013-12-21,1310,36,131
2013-12-22,1215,24,43
2013-12-23,1196,23,20
2013-12-24,1199,26,5
2013-12-25,1220,28,8
2013-12-26,1240,33,16
2013-12-27,1257,25,62
2013-12-28,1220,26,16
2013-12-29,1230,19,43
2013-12-30,1206,21,11
2013-12-31,1216,40,4
2014-01-01,1252,23,13
2014-01-02,1262,20,24
2014-01-03,1258,24,37
2014-01-04,1245,22,4
2014-01-05,1263,31,27
2014-01-06,1267,20,19
2014-01-07,1268,18,12
2014-01-08,1274,33,38
2014-01-09,1269,35,123
2014-01-10,1181,32,63
2014-01-11,1150,43,14
2014-01-12,1179,26,21
2014-01-13,1184,29,9
2014-01-14,1204,30,54
2014-01-15,1180,41,15
2014-01-16,1206,29,64
2014-01-17,1171,43,5
2014-01-18,1209,25,27
2014-01-19,1207,22,15
2014-01-20,1214,32,28
2014-01-21,1218,33,36
2014-01-22,1215,27,51
2014-01-23,1191,28,32
2014-01-24,1187,45,0
2014-01-25,1232,25,31
2014-01-26,1226,25,10
2014-01-27,1241,29,49
2014-01-28,1221,24,56
2014-01-29,1189,29,4
2014-01-30,1214,29,65
2014-01-31,1178,53,15
2014-02-01,1216,29,5
2014-02-02,1240,29,62
2014-02-03,1207,26,81
2014-02-04,1152,34,5
2014-02-05,1181,33,28
2014-02-06,1186,26,4
2014-02-07,1208,44,47
2014-02-08,1205,40,94
2014-02-09,1151,30,17
2014-02-10,1164,21,53
2014-02-11,1132,37,17
2014-02-12,1152,22,19
2014-02-13,1155,29,2
2014-02-14,1182,55,15
2014-02-15,1222,39,35
2014-02-16,1226,23,8
2014-02-17,1241,23,5
2014-02-18,1259,27,6
2014-02-19,1280,38,66
2014-02-20,1252,33,99
2014-02-21,1186,48,119
2014-02-22,1115,39,1
2014-02-23,1153,17,1
2014-02-24,1169,32,80
2014-02-25,1121,37,4
2014-02-26,1154,30,36
2014-02-27,1148,23,42
2014-02-28,1129,44,57
2014-03-01,1116,36,7
2014-03-02,1145,20,29
2014-03-03,1136,41,36
2014-03-04,1141,27,20
2014-03-05,1148,30,78
2014-03-06,1100,32,0
2014-03-07,1132,44,0
2014-03-08,1176,32,40
2014-03-09,1168,18,25
2014-03-10,1161,42,59
2014-03-11,1144,32,87
2014-03-12,1089,38,25
2014-03-13,1102,28,7
2014-03-14,1123,57,52
2014-03-15,1128,38,10
